# authority: IEEE Std 1003.1-2017 and The Open Group Base Specifications Issue 7, 2018 edition
# source: source member and assertion hashes are derived from the pinned SUSv4 Issue 7 archive
# derivation: every prose, list, and definition assertion in each selected source section, excluding Examples sections
# snapshot-count: 2644
# ordered-requirement-sha256: 27a3bac20484cf355b2f0ca9a9228ce0604cd19e252d5a9489cfc44269a05e0d
# q35_case invariant: open rows retain their parent probe; closed rows require an assertion-specific executable case
# state invariant: every recursive requirement is exactly open or closed and every open row has a falsifier
requirement	row	domain	parent	ordinal	assertion	assertion_sha256	implementation_requirement	q35_case	state	witness	next_action	falsifier
shell:tag_18_14.r325	shell:tag_18_14	shell	tag_18_14	325	Equivalent to -b.	c2a81a992ce3f999a6cd93717ee391a8a40749a7457a1a2b67e562fbd67b73d3	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r325_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r325.
shell:tag_18_14.r326	shell:tag_18_14	shell	tag_18_14	326	nounset	bd00e4dfca2e20e66152ffe0870757149503300c0be776efb062f849948341b9	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r326_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r326.
shell:tag_18_14.r327	shell:tag_18_14	shell	tag_18_14	327	Equivalent to -u.	00498c444cd8da5087b7a1e5f4cf13fed71bd15ec81264847a058c196646f2f9	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r327_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r327.
shell:tag_18_14.r328	shell:tag_18_14	shell	tag_18_14	328	verbose	fd343ae984ebf3846937a62224820fcdfc62b7b3666a18213da0e56e5363d27d	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r328_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r328.
shell:tag_18_14.r329	shell:tag_18_14	shell	tag_18_14	329	Equivalent to -v.	27d2cf5dfd1b9fec1945575e0ed763756f04f89ee18b5ca9dd7e307c343678b3	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r329_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r329.
shell:tag_18_14.r330	shell:tag_18_14	shell	tag_18_14	330	vi	c0ff93ea8927a7366db0331e5fd9d19f438614c305b66cd24d7c873f77b63b7b	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r330_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r330.
shell:tag_18_14.r331	shell:tag_18_14	shell	tag_18_14	331	Allow shell command line editing using the built-in vi editor. Enabling vi mode shall disable any other command line editing mode provided as an implementation extension. It need not be possible to set vi mode on for certain block-mode terminals.	06dc8efabca38fb1d244bb45b2e7fbb7abd026379890194d28ca3f0fe36f5432	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r331_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r331.
shell:tag_18_14.r332	shell:tag_18_14	shell	tag_18_14	332	xtrace	27f93a475dfcd5661e2623121f84667eb4843b1197591a6b974868e1a0b5c21e	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r332_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r332.
shell:tag_18_14.r333	shell:tag_18_14	shell	tag_18_14	333	Equivalent to -x.	85909a3e7e4e6c21c60db6ac006b8061f4058135c3144456fb5de0737ce3281c	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r333_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r333.
shell:tag_18_14.r334	shell:tag_18_14	shell	tag_18_14	334	-u	99f14531f2599afdb9ace38c18c10740fd29ca1bdcdb7d0460fd799001d567bd	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r334_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r334.
shell:tag_18_14.r335	shell:tag_18_14	shell	tag_18_14	335	When the shell tries to expand an unset parameter other than the '@' and '*' special parameters, it shall write a message to standard error and the expansion shall fail with the consequences specified in Consequences of Shell Errors.	57851ff5a1e1b153daeae8f5bcd1a18031cd872f310ddd9e76ed5ce24764683c	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r335_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r335.
shell:tag_18_14.r336	shell:tag_18_14	shell	tag_18_14	336	-v	81c36ccd44ef18baabad6e2d87038b72d606263bd6a3432b964a872023654fff	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r336_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r336.
shell:tag_18_14.r337	shell:tag_18_14	shell	tag_18_14	337	The shell shall write its input to standard error as it is read.	0faa75a533ce4061577f530342c234a07bfa5ee4ce900ba9b19b6b396f616a75	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r337_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r337.
shell:tag_18_14.r338	shell:tag_18_14	shell	tag_18_14	338	-x	a420962426d711880258b007d6767792992f6700fa93f127dafe1f7333e50466	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r338_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r338.
shell:tag_18_14.r339	shell:tag_18_14	shell	tag_18_14	339	The shell shall write to standard error a trace for each command after it expands the command and before it executes it. It is unspecified whether the command that turns tracing off is traced.	f255542a14b54ad657da3e8c663ff37fd7af0a7d1f47b0d19bf10ee1fe7e1294	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r339_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r339.
shell:tag_18_14.r340	shell:tag_18_14	shell	tag_18_14	340	The default for all these options shall be off (unset) unless stated otherwise in the description of the option or unless the shell was invoked with them on; see sh.	c855ac64862a0ab3b719fe698248538fb9586650636ff11b23f8b295c251cbb0	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r340_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r340.
shell:tag_18_14.r341	shell:tag_18_14	shell	tag_18_14	341	The remaining arguments shall be assigned in order to the positional parameters. The special parameter '#' shall be set to reflect the number of positional parameters. All positional parameters shall be unset before any new values are assigned.	f3ab41edd797798289f89a42c0770a883b5c73998dc91be72a7f028a49099924	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r341_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r341.
shell:tag_18_14.r342	shell:tag_18_14	shell	tag_18_14	342	If the first argument is '-', the results are unspecified.	81b9fb2382fdeef00309e9239e0f850ce36af80c5bd7664dc08692efdcaa7c61	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r342_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r342.
shell:tag_18_14.r343	shell:tag_18_14	shell	tag_18_14	343	The special argument "--" immediately following the set command name can be used to delimit the arguments if the first argument begins with '+' or '-', or to prevent inadvertent listing of all shell variables when there are no arguments. The command set -- without argument shall unset all positional parameters and set the special parameter '#' to zero.	17da2a28dd44923cd2494349cc9096ae49e86e3c8c014831913e7a401058c9e2	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r343_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r343.
shell:tag_18_14.r344	shell:tag_18_14	shell	tag_18_14	344	See the DESCRIPTION.	f06c5dd957d2e358555c9eadd94c0637ffcb779de63c5f78a841f2e7cc7acae6	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r344_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r344.
shell:tag_18_14.r345	shell:tag_18_14	shell	tag_18_14	345	See the DESCRIPTION.	f06c5dd957d2e358555c9eadd94c0637ffcb779de63c5f78a841f2e7cc7acae6	Implement the special built-in utilities with their environment mutation, error, exit-status, and command-search semantics.	shell:tag_18_14.q35	open	missing:shell:tag_18_14.r345_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_14.r345.
