# authority: IEEE Std 1003.1-2017 and The Open Group Base Specifications Issue 7, 2018 edition
# source: susv4-2018/utilities/V3_chap02.html
# derivation: every prose, list, and definition assertion in each selected parent section, excluding Examples sections
# snapshot-count: 724
# ordered-requirement-sha256: da00cbb9b7af9b288ad1ae2e533a0c5076e3729b0068a176e968cb36f41ae6c3
# state invariant: every recursive requirement is exactly open or closed and every open row has a falsifier
requirement	parent	ordinal	assertion	assertion_sha256	implementation_requirement	state	witness	next_action	falsifier
tag_18_06.r008	tag_18_06	8	The expansions described in this section shall occur in the same shell environment as that in which the command is executed.	127e37ff1a9a16da42c9e8461143888745f06bb0da49c6407bd5c0ab124e1c62	Execute the specified expansion sequence and preserve field boundaries, pathname expansion, and final quote removal.	open	missing:tag_18_06.r008_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_06.r008.
tag_18_06.r009	tag_18_06	9	If the complete expansion appropriate for a word results in an empty field, that empty field shall be deleted from the list of fields that form the completely expanded command, unless the original word contained single-quote or double-quote characters.	50649486b9a4573c675a6588e52da5b896f52b35b03e86cf4fb5c62b03de8973	Execute the specified expansion sequence and preserve field boundaries, pathname expansion, and final quote removal.	open	missing:tag_18_06.r009_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_06.r009.
tag_18_06.r010	tag_18_06	10	The '$' character is used to introduce parameter expansion, command substitution, or arithmetic evaluation. If an unquoted '$' is followed by a character that is not one of the following:	c1a12e0e3848e9ee7f035f8cc0a70d0203ff8cc938ea72e7512a507aa94874f7	Execute the specified expansion sequence and preserve field boundaries, pathname expansion, and final quote removal.	open	missing:tag_18_06.r010_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_06.r010.
tag_18_06.r011	tag_18_06	11	A numeric character	ce3cfafceeb881efb300ee57a780bf9e5acbea8945ceb5f0c34caae06f22d571	Execute the specified expansion sequence and preserve field boundaries, pathname expansion, and final quote removal.	open	missing:tag_18_06.r011_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_06.r011.
tag_18_06.r012	tag_18_06	12	The name of one of the special parameters (see Special Parameters)	5a1e3bb0c663270f5a9fe98d78a2156a5ed439893e6c3fea702e6d5d21a0679e	Execute the specified expansion sequence and preserve field boundaries, pathname expansion, and final quote removal.	open	missing:tag_18_06.r012_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_06.r012.
tag_18_06.r013	tag_18_06	13	A valid first character of a variable name	837313b02c38a2d60552b0e3a428b70727edb2a185bb07742f5fe574f9d343ea	Execute the specified expansion sequence and preserve field boundaries, pathname expansion, and final quote removal.	open	missing:tag_18_06.r013_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_06.r013.
tag_18_06.r014	tag_18_06	14	A <left-curly-bracket> ( '{' )	b652aa1d4365931b3ee19408cae75d9b5bcc3242d46cd0b5f44389899750da5c	Execute the specified expansion sequence and preserve field boundaries, pathname expansion, and final quote removal.	open	missing:tag_18_06.r014_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_06.r014.
tag_18_06.r015	tag_18_06	15	A <left-parenthesis>	9b29452f6e46c0afbafd62b476a618206fe99f4de705520fe19ecde2aa4960d9	Execute the specified expansion sequence and preserve field boundaries, pathname expansion, and final quote removal.	open	missing:tag_18_06.r015_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_06.r015.
tag_18_06.r016	tag_18_06	16	the result is unspecified.	9c09516eb1bfb6455eb13e069780a84dfc984235546a67364c79bcd63eebe664	Execute the specified expansion sequence and preserve field boundaries, pathname expansion, and final quote removal.	open	missing:tag_18_06.r016_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_06.r016.
tag_18_06.r017	tag_18_06	17	A "tilde-prefix" consists of an unquoted <tilde> character at the beginning of a word, followed by all of the characters preceding the first unquoted <slash> in the word, or all the characters in the word if there is no <slash>. In an assignment (see XBD Variable Assignment), multiple tilde-prefixes can be used: at the beginning of the word (that is, following the <equals-sign> of the assignment), following any unquoted <colon>, or both. A tilde-prefix in an assignment is terminated by the first unquoted <colon> or <slash>. If none of the characters in the tilde-prefix are quoted, the characters in the tilde-prefix following the <tilde> are treated as a possible login name from the user database. A portable login name cannot contain characters outside the set given in the description of the LOGNAME environment variable in XBD Other Environment Variables. If the login name is null (that is, the tilde-prefix contains only the tilde), the tilde-prefix is replaced by the value of the variable HOME. If HOME is unset, the results are unspecified. Otherwise, the tilde-prefix shall be replaced by a pathname of the initial working directory associated with the login name obtained using the getpwnam() function as defined in the System Interfaces volume of POSIX.1-2017. If the system does not recognize the login name, the results are undefined.	72c47e8f1a6f9db7fece679e76819a738fdce87219224cc5b581c1780bce5b2b	Execute the specified expansion sequence and preserve field boundaries, pathname expansion, and final quote removal.	open	missing:tag_18_06.r017_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_06.r017.
tag_18_06.r018	tag_18_06	18	The pathname resulting from tilde expansion shall be treated as if quoted to prevent it being altered by field splitting and pathname expansion.	c2870ca908d5621c70597b80035bb3899cf5206355c64e97efee948cf53fe905	Execute the specified expansion sequence and preserve field boundaries, pathname expansion, and final quote removal.	open	missing:tag_18_06.r018_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_06.r018.
tag_18_06.r019	tag_18_06	19	The format for parameter expansion is as follows:	9f47559d15a5ab9939e640379c7e69787fc74f9f0cd959011de5d79066d9181f	Execute the specified expansion sequence and preserve field boundaries, pathname expansion, and final quote removal.	open	missing:tag_18_06.r019_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_06.r019.
tag_18_06.r020	tag_18_06	20	where expression consists of all characters until the matching '}'. Any '}' escaped by a <backslash> or within a quoted string, and characters in embedded arithmetic expansions, command substitutions, and variable expansions, shall not be examined in determining the matching '}'.	dcf50b2f246671be455aacba003745a6a4790e5a14c2937998259cc5d50aff71	Execute the specified expansion sequence and preserve field boundaries, pathname expansion, and final quote removal.	open	missing:tag_18_06.r020_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_06.r020.
tag_18_06.r021	tag_18_06	21	The simplest form for parameter expansion is:	d9d2a8de2e8366d46ed9d31cfd4781ade95818857230a3f5795db0dd969baf17	Execute the specified expansion sequence and preserve field boundaries, pathname expansion, and final quote removal.	open	missing:tag_18_06.r021_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_06.r021.
tag_18_06.r022	tag_18_06	22	The value, if any, of parameter shall be substituted.	3319a00bdf7c7a0caccdd1e1efca4ad2f870a4415980fce9273ec37d7b7d3603	Execute the specified expansion sequence and preserve field boundaries, pathname expansion, and final quote removal.	open	missing:tag_18_06.r022_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_06.r022.
tag_18_06.r023	tag_18_06	23	The parameter name or symbol can be enclosed in braces, which are optional except for positional parameters with more than one digit or when parameter is a name and is followed by a character that could be interpreted as part of the name. The matching closing brace shall be determined by counting brace levels, skipping over enclosed quoted strings, and command substitutions.	e8ff1d1d061c407e387eb98c51fea5a149d34f463eec9c474ff66bafe905c40f	Execute the specified expansion sequence and preserve field boundaries, pathname expansion, and final quote removal.	open	missing:tag_18_06.r023_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_06.r023.
tag_18_06.r024	tag_18_06	24	If the parameter is not enclosed in braces, and is a name, the expansion shall use the longest valid name (see XBD Name), whether or not the variable represented by that name exists. Otherwise, the parameter is a single-character symbol, and behavior is unspecified if that character is neither a digit nor one of the special parameters (see Special Parameters).	dd0d6b68cba6c9be3697fd1c6a8656ab2c7628364dc7a8802dadaa8cec88a507	Execute the specified expansion sequence and preserve field boundaries, pathname expansion, and final quote removal.	open	missing:tag_18_06.r024_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_06.r024.
